,type,primary_title,original_title,premiered,runtime_minutes,genres,rating,votes
170287,movie,Bubba's Dead: The Final Massacre,Bubba's Dead: The Final Massacre,2021.0,70.0,Horror,4.6,28
170288,movie,Rattlers 2,Rattlers 2,2021.0,70.0,Horror,5.3,50
170292,movie,Sir-Ayet: Ölü Dogan,Sir-Ayet: Ölü Dogan,2021.0,87.0,Horror,2.3,48
170312,movie,Devil's Prey,Devil's Prey,2020.0,81.0,"Horror,Mystery,Thriller",4.1,48
170316,movie,Horrortales.666 Part 2,Horrortales.666 Part 2,2021.0,116.0,Horror,6.6,25
170331,movie,Dahmer vs. Gacy,Dahmer vs. Gacy,2010.0,90.0,"Comedy,Horror",2.7,544
170335,movie,The Path of Torment,The Path of Torment,2009.0,80.0,"Comedy,Horror",6.8,28
170336,movie,Ratline,Ratline,2011.0,104.0,"Crime,Drama,Horror",4.8,144
170337,movie,The Revenant,The Revenant,2009.0,117.0,"Comedy,Fantasy,Horror",6.3,11033
170350,movie,Slaughter Creek,Slaughter Creek,2013.0,94.0,"Drama,Horror",3.1,221
170354,movie,Last of the Grads,Last of the Grads,2021.0,113.0,"Drama,Horror",3.7,713
170364,movie,We Need to Do Something,We Need to Do Something,2021.0,97.0,"Horror,Mystery",4.5,2619
170376,movie,La meute,La meute,2010.0,84.0,Horror,4.8,2202
170382,movie,Drifter: Henry Lee Lucas,Drifter: Henry Lee Lucas,2009.0,91.0,"Crime,Horror,Thriller",4.0,731
170397,movie,Asih 2,Asih 2,2020.0,104.0,Horror,6.1,222
170398,movie,Ghar,Ghar,2019.0,104.0,Horror,6.0,6
170409,movie,The Philosopher's Stone,The Philosopher's Stone,2008.0,54.0,Horror,5.2,10
170410,movie,The Shadows,The Shadows,2011.0,89.0,"Horror,Mystery,Romance",5.3,1259
170416,movie,Loner,Woetoli,2008.0,117.0,"Horror,Mystery,Thriller",5.2,399
170435,movie,Aegri Somnia,Aegri Somnia,2008.0,95.0,"Horror,Thriller",5.2,101
170436,movie,Rest Area,Rest Area,2020.0,67.0,Horror,2.2,39
170438,movie,Holy Hell,Holy Hell,2009.0,94.0,"Comedy,Horror",6.6,27
170441,movie,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film","Nightmares in Red, White and Blue: The Evolution of the American Horror Film",2009.0,96.0,"Documentary,Horror",7.1,2777
170442,movie,Not Haunted,Not Haunted,2009.0,50.0,"Action,Horror,Thriller",6.9,11
170469,movie,The Manor,The Manor,2021.0,81.0,"Horror,Mystery",5.3,5590
170470,movie,Black as Night,Black as Night,2021.0,87.0,"Drama,Horror,Thriller",4.3,1974
170471,movie,Madres,Madres,2021.0,83.0,Horror,4.8,1418
170472,movie,Bingo Hell,Bingo Hell,2021.0,85.0,"Comedy,Fantasy,Horror",4.2,2219
170480,movie,Reality Horror Night,Reality Horror Night,2008.0,80.0,"Action,Drama,Horror",6.7,32
170496,movie,Brood,Brood,2009.0,109.0,"Horror,Thriller",7.1,20
170501,movie,Dracula's Stoker,Dracula's Stoker,2009.0,112.0,"Documentary,Drama,Horror",4.3,129
170511,movie,Livestock,Livestock,2009.0,71.0,"Drama,Horror,Mystery",3.1,114
170532,movie,Zombies of Eureka,Zombies of Eureka,2008.0,45.0,"Horror,Music,Musical",4.8,29
170538,movie,Bloodlock,Bloodlock,2008.0,90.0,Horror,2.3,156
170552,movie,YOLO: The Horror Movie,YOLO: The Horror Movie,2020.0,51.0,"Comedy,Horror",8.3,20
170558,movie,Haunted Hay Ride: the Movie,Haunted Hay Ride: The Movie,2008.0,94.0,Horror,6.0,52
170576,movie,The Prometheus Project,The Prometheus Project,2010.0,87.0,"Horror,Sci-Fi",4.8,1030
170580,movie,The Tower,The Tower,2008.0,90.0,"Horror,Sci-Fi",4.9,113
170583,movie,Unhinged,Unhinged,2006.0,62.0,Horror,4.4,15
170590,movie,After the Flames: An Apocalypse Anthology,After the Flames: An Apocalypse Anthology,2020.0,83.0,"Adventure,Horror,Sci-Fi",5.6,52
170595,movie,Welcome Home,Welcome Home,2020.0,126.0,"Crime,Drama,Horror",7.4,3103
170600,movie,RIP: Rest in Pieces,RIP: Rest in Pieces,2020.0,80.0,"Crime,Horror",3.2,44
170628,movie,Locked Away,Locked Away,2017.0,98.0,Horror,4.4,138
170631,movie,The Scrotum,The Scrotum,2019.0,64.0,Horror,5.9,10
170638,movie,Sullen,Sullen,2008.0,77.0,Horror,6.4,14
170660,movie,The Devil Came Home,The Devil Came Home,2021.0,90.0,Horror,4.0,89
170665,movie,7,7,2008.0,97.0,"Crime,Drama,Horror",5.5,38
170669,movie,Anthology,Anthology,2008.0,132.0,"Drama,Horror",5.1,15
170670,movie,Aswang: A Journey Into Myth,Aswang: A Journey Into Myth,2008.0,81.0,"Drama,Horror,Mystery",6.8,32
170672,movie,Bloodstained Romance,Bloodstained Romance,2009.0,93.0,"Horror,Romance",3.2,121
170674,movie,The Chosen One,The Chosen One,2009.0,72.0,"Fantasy,Horror,Mystery",4.2,48
170681,movie,Face Eater,Face Eater,2008.0,98.0,"Comedy,Crime,Horror",6.0,71
170683,movie,Fugue State,Fugue State,2008.0,90.0,Horror,3.7,25
170686,movie,The Hagstone Demon,The Hagstone Demon,2011.0,96.0,Horror,4.0,347
170688,movie,The Perilous Internet Ring,The Perilous Internet Ring,2020.0,90.0,Horror,4.9,47
170697,movie,Maidenhead,Maidenhead,2008.0,83.0,"Horror,Romance,Thriller",5.7,19
170704,movie,Paradise Cove,Paradise Cove,2008.0,73.0,"Adventure,Horror,Sci-Fi",4.2,20
170721,movie,Sessions of the Mind,Sessions of the Mind,2008.0,47.0,"Drama,Horror,Mystery",6.2,32
170722,movie,Cold Case,Cold Case,2021.0,139.0,"Horror,Mystery,Thriller",6.0,4029
170728,movie,Sunshine Away,Sunshine Away,2008.0,108.0,"Horror,Mystery",6.7,9
170730,movie,The Ghoul: Horror At The Howling Field,The Ghoul: Horror At The Howling Field,2020.0,112.0,"Comedy,Horror",6.3,23
170733,movie,Us Sinners,Us Sinners,2007.0,85.0,Horror,5.7,36
170739,movie,Demonic,Demonic,2021.0,104.0,"Drama,Horror,Sci-Fi",4.3,4644
170742,movie,Aapthamitra,Aapthamitra,2004.0,100.0,"Drama,Horror,Thriller",8.2,1110
170743,movie,Zombacter: Center City Contagion,Zombacter: Center City Contagion,2020.0,85.0,Horror,3.4,74
170752,movie,Hellbinders,Hellbinders,2009.0,91.0,"Action,Fantasy,Horror",3.7,618
170762,movie,Rajmohol,Rajmohol,2005.0,,"Horror,Mystery,Thriller",6.8,53
170778,movie,Dead End,Dead End,2010.0,,Horror,5.6,20
170810,movie,Jarring,Jarring,2009.0,83.0,"Horror,Mystery,Thriller",4.9,61
170828,movie,Triassic Hunt,Triassic Hunt,2021.0,86.0,"Action,Horror,Sci-Fi",2.4,293
170837,movie,African Kung-Fu Nazis,African Kung-Fu Nazis,2019.0,84.0,"Action,Comedy,Horror",3.8,367
170847,movie,Rust Belt Driller,Rust Belt Driller,2021.0,,Horror,7.8,8
170868,movie,Fresh,Fresh,2022.0,114.0,"Comedy,Horror,Thriller",6.7,46259
170881,movie,Freshman Psych,Freshman Psych,2009.0,84.0,"Horror,Thriller",4.0,46
170882,movie,The Killing Death,The Killing Death,2008.0,65.0,"Comedy,Horror",4.9,18
170896,movie,Steel-Man,Steel-Man,2022.0,133.0,"Action,Comedy,Horror",8.2,5
170903,movie,The Chauffeur,The Chauffeur,2008.0,68.0,"Horror,Mystery",4.7,16
170911,movie,Jack and Jill,Jack and Jill,2003.0,97.0,"Horror,Romance",4.8,10
170916,movie,Kappa Kappa Die,Kappa Kappa Die,2020.0,45.0,"Comedy,Horror",6.2,82
170926,movie,The Formulation of Rectangles,The Formulation of Rectangles,2009.0,69.0,"Comedy,Horror,Sci-Fi",5.3,16
170936,movie,Snuffin' Zombies,Snuffin' Zombies,2008.0,76.0,"Comedy,Horror",5.5,24
170940,movie,Working Stiffs,Working Stiffs,2008.0,83.0,"Comedy,Horror",6.7,15
170942,movie,A Zebra for Sally,A Zebra for Sally,2008.0,50.0,Horror,4.5,21
170952,movie,Way Down Low,Way Down Low,2007.0,60.0,Horror,5.3,40
170969,movie,Secret Shadow,Secret Shadow,2020.0,82.0,"Horror,Thriller",7.4,8
170973,movie,Raaz: The Mystery Continues,Raaz: The Mystery Continues,2009.0,151.0,"Horror,Mystery,Romance",5.6,3703
170981,movie,Ghost Writer 2,Ghost Writer 2,2022.0,116.0,"Comedy,Horror",7.6,30
170993,movie,FilmeFobia,FilmeFobia,2008.0,80.0,"Drama,Fantasy,Horror",5.1,132
171002,movie,Smile,Smile,2009.0,84.0,Horror,3.2,562
171014,movie,The Shrine,The Shrine,2010.0,85.0,Horror,5.5,13775
171016,movie,The Despair,The Despair,2009.0,90.0,Horror,6.2,9
171046,movie,Dark Fears,El oscuro lugar donde habitan,2021.0,90.0,"Crime,Horror",4.8,58
171047,movie,Butterfly,Butterfly,2010.0,90.0,"Horror,Thriller",4.9,64
171055,movie,Prehod,Prehod,2008.0,86.0,"Horror,Thriller",5.9,67
171101,movie,Dark Journey,Dark Journey,2012.0,83.0,"Fantasy,Horror,Thriller",5.4,21
171113,movie,In the Earth,In the Earth,2021.0,107.0,"Horror,Mystery,Sci-Fi",5.2,8307
171140,movie,Dawn of the Beast,Dawn of the Beast,2021.0,82.0,"Horror,Mystery",4.1,813
171148,movie,The Devil in the Room,The Devil in the Room,2020.0,60.0,Horror,2.6,143
171166,movie,A Wounded Fawn,A Wounded Fawn,2022.0,91.0,Horror,6.6,10
171180,movie,Bring Back My Ghouls,Bring Back My Ghouls,2020.0,82.0,"Comedy,Horror",6.4,8
171186,movie,Girl with a Straight Razor,Girl with a Straight Razor,2021.0,,Horror,5.1,10
171197,movie,Specimen 6,Specimen 6,2020.0,84.0,Horror,6.6,7
171198,movie,Final Caller,Final Caller,2020.0,91.0,Horror,6.2,12
171207,movie,Slashers Gone Wild!,Slashers Gone Wild!,2006.0,78.0,Horror,2.9,117
171228,movie,Breath of Hate,Breath of Hate,2011.0,,"Drama,Horror,Romance",4.1,59
171229,movie,C.R.Y. The Video Diary of Calvin Ray Young,C.R.Y. The Video Diary of Calvin Ray Young,2009.0,,Horror,5.8,16
171240,movie,The Creep,The Creep,2001.0,60.0,Horror,4.7,10
171265,movie,Flying Saucer Rock 'N' Roll,Flying Saucer Rock 'N' Roll,2006.0,85.0,"Adventure,Comedy,Horror",4.2,75
171266,movie,Ghost Lab,Ghost Lab,2021.0,117.0,"Drama,Horror,Thriller",5.1,1437
171268,movie,The Medium,The Medium,2021.0,130.0,Horror,6.5,7873
171285,movie,Blood Rogues,Blood Rogues,2009.0,,"Comedy,Horror",6.1,35
171287,movie,Children of the Lake,Children of the Lake,2009.0,93.0,Horror,4.0,27
171292,movie,Spirits Among Us,Spirits Among Us,2009.0,62.0,Horror,2.7,68
171298,movie,WJHC AM,WJHC AM,2022.0,105.0,"Comedy,Horror,Thriller",9.4,72
171308,movie,Lexi,Lexi,2022.0,,"Crime,Horror",6.4,48
171335,movie,Killer Biker Chicks,Killer Biker Chicks,2009.0,100.0,"Action,Comedy,Horror",3.0,137
171346,movie,The Last Five Days: 10 Years Later,The Last Five Days: 10 Years Later,2021.0,68.0,"Adventure,Horror,Thriller",2.8,52
171367,movie,The Clinic,The Clinic,2010.0,94.0,"Crime,Horror,Mystery",5.3,6445
171404,movie,Expiry Date,Expiry Date,2005.0,72.0,"Comedy,Horror",6.7,33
171410,movie,Operation: Sunrise,Operation: Sunrise,2008.0,102.0,"Action,Drama,Horror",5.6,54
171414,movie,Recycled Parts,Recycled Parts,2007.0,90.0,Horror,2.8,52
171430,movie,Krishnankutty Pani Thudangi,Krishnankutty Pani Thudangi,2021.0,98.0,"Horror,Thriller",5.4,493
171439,movie,The Last Revenants,The Last Revenants,2017.0,96.0,Horror,4.0,43
171447,movie,Natasha Nighty's Boudoir of Blood,Natasha Nighty's Boudoir of Blood,2020.0,97.0,Horror,5.0,10
171450,movie,A Few Brains More,A Few Brains More,2012.0,,Horror,4.7,43
171451,movie,Shrill Cries: Reshuffle,Higurashi no naku koro ni: Chikai,2009.0,108.0,"Action,Drama,Horror",5.3,193
171454,movie,Clown Motel Vacancies,Clown Motel Vacancies,2020.0,80.0,Horror,4.0,41
171459,movie,The Eclipse,The Eclipse,2009.0,88.0,"Drama,Horror,Romance",6.0,2998
171468,movie,Hidden,Skjult,2009.0,95.0,"Horror,Thriller",5.6,2986
171477,movie,The Ice Demon,Ledyanoy demon,2021.0,92.0,"Horror,Thriller",3.4,299
171481,movie,Real Fear,Real Fear,2008.0,68.0,Horror,5.0,16
171483,movie,Year of the Donkey,Year of the Donkey,2008.0,68.0,Horror,3.3,14
171491,movie,Night for Day,Night for Day,2008.0,102.0,"Horror,Thriller",6.4,20
171527,movie,The Inner,The Inner,2020.0,61.0,"Horror,Thriller",7.7,12
171533,movie,Enna: Kara Büyü,Enna: Kara Büyü,2021.0,79.0,Horror,2.6,19
171534,movie,The Cursed Lesson,The Cursed Lesson,2020.0,93.0,"Horror,Mystery,Thriller",4.7,173
171540,movie,Intervention,Intervention,2022.0,105.0,"Horror,Thriller",3.2,1069
171543,movie,Slutty the Clown,Slutty the Clown,2021.0,,Horror,5.7,16
171581,movie,Realidad Virtual,Realidad Virtual,2021.0,85.0,"Horror,Sci-Fi,Thriller",4.9,145
171597,movie,A Vampire's Tale,Umbrage,2009.0,90.0,"Horror,Western",3.3,495
171600,movie,Ammar,Ammar,2020.0,83.0,Horror,2.6,79
171611,movie,"Licanthropus, il figlio della notte","Licanthropus, il figlio della notte",1979.0,,Horror,3.9,20
171652,movie,Dà zhangyú,Dà zhangyú,2020.0,,"Action,Fantasy,Horror",6.7,96
171654,movie,Miya,Miya,2020.0,120.0,"Horror,Thriller",3.8,23
171666,movie,Previews of Coming Attractions,Previews of Coming Attractions,2020.0,95.0,Horror,7.0,5
171687,movie,Last of the Living,Last of the Living,2009.0,88.0,"Comedy,Horror,Sci-Fi",4.7,1806
171689,movie,Luster,Luster,2010.0,81.0,"Horror,Thriller",4.8,369
171705,movie,Vinash Kaal,Vinash Kaal,2020.0,130.0,Horror,5.3,8
171707,movie,Deadly Seduction,Deadly Seduction,2021.0,91.0,"Crime,Drama,Horror",6.3,101
171710,movie,Demonic Passion,Demonic Passion,2020.0,,Horror,6.8,8
171745,movie,Psychosis,Psychosis,2010.0,89.0,"Crime,Horror,Mystery",3.6,2025
171758,movie,The Strangest Girl in the World,La chica más rara del mundo,2021.0,82.0,"Family,Fantasy,Horror",7.1,14
171762,movie,Spirit: The Beginning of Fear,Spirit: The Beginning of Fear,2020.0,80.0,Horror,4.1,26
171772,movie,Grotesque,Gurotesuku,2009.0,73.0,"Horror,Thriller",4.7,6643
171795,movie,Ghost Bridge,Bridge Crusader,2010.0,85.0,"Drama,Horror,Romance",6.4,11
171811,movie,Reel-Illusionary Zone,Reel-Illusionary Zone,2008.0,94.0,Horror,4.4,11
171817,movie,Khan Tiuola,Khan Tiuola,2020.0,100.0,"Horror,Mystery,Thriller",7.1,10
171837,movie,Roh,Roh,1989.0,77.0,Horror,6.3,7
171855,movie,Mandrake,Mandrake,,85.0,Horror,5.7,30
171885,movie,Drunkenness,Drunkenness,2021.0,83.0,"Drama,Horror",5.4,37
171888,movie,The Cat-Beast,Da Khwar Lasme Spogmay,1997.0,112.0,Horror,5.7,10
171931,movie,Todos mis muertos,Todos mis muertos,2008.0,,"Horror,Western",4.3,8
171943,movie,"Mom, I Befriended Ghosts","Mom, I Befriended Ghosts",2020.0,67.0,"Drama,Horror",4.7,23
171954,movie,The Nanny's Night,The Nanny's Night,2021.0,75.0,"Comedy,Horror",3.2,169
171980,movie,Interplanetary,Interplanetary,2008.0,85.0,"Comedy,Horror,Sci-Fi",4.3,296
171984,movie,Street of the Dead,Street of the Dead,2008.0,50.0,"Adventure,Comedy,Horror",5.3,26
171995,movie,Evil Bong 2: King Bong,Evil Bong 2: King Bong,2009.0,80.0,"Adventure,Comedy,Horror",4.3,873
171998,movie,Mind Morgue,Mind Morgue,2008.0,92.0,Horror,7.3,19
172008,movie,Freak,Freak,2020.0,52.0,Horror,6.8,13
172010,movie,Kindness of Strangers,Kindness of Strangers,2019.0,,Horror,6.6,7
172022,movie,X,X,2022.0,105.0,"Horror,Mystery,Thriller",6.6,58260
172026,movie,Children of Camp Blood,Children of Camp Blood,2020.0,69.0,"Horror,Thriller",3.5,79
172036,movie,Dragon Fury,Dragon Fury,2021.0,88.0,"Fantasy,Horror,Mystery",3.6,545
172037,movie,The Curse of Humpty Dumpty,The Curse of Humpty Dumpty,2021.0,92.0,Horror,4.0,279
172045,movie,Zombiefied,Zombiefied,2012.0,100.0,Horror,4.3,91
172054,movie,Circus,Circus,2020.0,83.0,Horror,3.9,19
172067,movie,The Gate of Fallen Angels,The Gate of Fallen Angels,2009.0,138.0,"Horror,Mystery,Thriller",6.5,54
172083,movie,Setan Budeg,Setan Budeg,2009.0,86.0,"Comedy,Horror",4.3,51
172111,movie,Nocturna: Side A - The Great Old Man's Night,Nocturna: La noche del hombre grande,2021.0,107.0,"Drama,Horror,Mystery",7.1,96
172128,movie,Echo,Echo,2008.0,99.0,"Horror,Thriller",4.8,25
172134,movie,RH 100,RH 100,2020.0,113.0,Horror,7.9,21
172140,movie,The Unburied Corpse,El cadáver insepulto,2020.0,84.0,"Fantasy,Horror",5.2,42
172142,movie,Autio maa - Forsaken Land,Autio maa - Forsaken Land,2019.0,70.0,"Drama,Horror",5.0,7
172153,movie,Nel ventre dell'enigma,Nel ventre dell'enigma,2021.0,84.0,Horror,3.8,17
172194,movie,Project PastaHunters 2,Project PastaHunters 2,2020.0,127.0,"Horror,Mystery",6.2,10
172204,movie,Blood Rivals: Santos el Vampiro,Blood Rivals: Santos el Vampiro,2008.0,92.0,Horror,6.5,15
172210,movie,"Morgue Story: Sangue, Baiacu e Quadrinhos","Morgue Story: Sangue, Baiacu e Quadrinhos",2009.0,78.0,"Comedy,Horror,Thriller",6.9,73
172215,movie,Idu Akashavani Bengaluru Nilaya,Idu Akashavani Bengaluru Nilaya,2021.0,,"Drama,Horror",8.8,5
172220,movie,Evil Dead Is Back,Evil Dead Is Back,2021.0,120.0,Horror,3.0,17
172224,movie,Midnight in a Perfect World,Midnight in a Perfect World,2020.0,91.0,"Horror,Sci-Fi,Thriller",5.6,60
172227,movie,Killer Spider,Ankaboot,2020.0,95.0,"Crime,Drama,Horror",5.5,505
172234,movie,"Capitalist Manifesto: Working Men of All Countries, Accumulate!","Jabondang seoneon: Mangukui nodongjayeo, chukcheothara!",2003.0,115.0,"Drama,Horror,Sci-Fi",5.7,24
172252,movie,Necromancer 2020,Necromancer 2020,2019.0,114.0,"Action,Fantasy,Horror",4.6,120
172253,movie,The Secluded,The Secluded,2021.0,50.0,"Horror,Thriller",5.9,7
172261,movie,Possessão Infernal,Possessão Infernal,2020.0,89.0,Horror,7.8,10
172289,movie,Eulogy for a Vampire,Eulogy for a Vampire,2009.0,107.0,Horror,4.6,80
172316,movie,Biya,Biya,2020.0,109.0,Horror,4.0,8
172317,movie,The Harbinger,The Harbinger,2022.0,87.0,Horror,7.2,13
172334,movie,French Blood 1 - Mr. Pig,French Blood 1 - Mr. Pig,2020.0,81.0,Horror,5.2,22
172375,movie,Side Effect,Pobochnyi effekt,2020.0,93.0,"Horror,Thriller",5.1,447
172382,movie,Zalava,Zalava,2021.0,93.0,"Drama,Horror",6.4,302
172387,movie,Arundhati,Arundhati,2009.0,131.0,"Horror,Mystery,Thriller",7.3,3087
172403,movie,Cockneys vs Zombies,Cockneys vs Zombies,2012.0,88.0,"Action,Comedy,Horror",5.9,19511
172408,movie,Neighbor,Neighbor,2009.0,90.0,"Horror,Thriller",3.9,1921
172434,movie,Good Madam,Mlungu Wam,2021.0,92.0,Horror,5.1,270
172458,movie,The Promised Land,The Promised Land,2009.0,63.0,"Action,Drama,Horror",4.0,14
172473,movie,The Demon's Waltz,The Demon's Waltz,2021.0,116.0,Horror,4.5,473
172478,movie,Damien,Damien,2021.0,88.0,"Comedy,Documentary,Horror",7.0,23
172493,movie,Sovia,Sovia,2007.0,89.0,"Horror,Thriller",3.6,169
172496,movie,Blackout,Blackout,2020.0,64.0,"Horror,Mystery",9.0,42
172499,movie,All Night Long: Anyone Would Have Done,All Night Long: Daredemo yokatta,2009.0,85.0,"Horror,Thriller",4.7,76
172503,movie,Stop the Bitch Campaign,Enjo-kôsai bokumetsu undô,2009.0,85.0,"Action,Horror",4.4,57
172528,movie,Deyyamtho Sahajeevanam,Deyyamtho Sahajeevanam,2022.0,120.0,"Horror,Thriller",7.6,1033
172564,movie,Sustainable Life with Unlimited Transformations,Sustainable Life with Unlimited Transformations,2021.0,52.0,"Horror,Sci-Fi",6.2,30
172593,movie,We're All Going to the World's Fair,We're All Going to the World's Fair,2021.0,86.0,"Drama,Horror",5.3,1893
172679,movie,An Amityville Poltergeist,An Amityville Poltergeist,2020.0,89.0,Horror,2.2,182
172689,movie,Vore Gore,Vore Gore,2021.0,90.0,Horror,6.6,18
172703,movie,Distortion,Distortion,2009.0,91.0,Horror,6.9,34
172717,movie,13 Slays Till X-Mas,13 Slays Till X-Mas,2020.0,,Horror,5.2,65
172730,movie,Dashcam,Dashcam,2021.0,82.0,"Horror,Thriller",4.8,474
172739,movie,The Moretti House,The Moretti House,2008.0,82.0,"Horror,Mystery,Thriller",3.1,31
172750,movie,Blue Sunset,Blue Sunset,2021.0,65.0,"Horror,Sci-Fi",8.4,24
172760,movie,Mold!,Mold!,2012.0,86.0,"Horror,Sci-Fi",4.7,263
172790,movie,You Might Get Lost,You Might Get Lost,2021.0,94.0,"Drama,Horror,Sci-Fi",4.4,197
172798,movie,Margot,Margot,2020.0,92.0,"Comedy,Horror,Mystery",6.8,5
172801,movie,Medium,Medium,2021.0,90.0,Horror,5.7,8
172818,movie,Joe Bob's Haunted Drive-In,Joe Bob's Haunted Drive-In,2020.0,,"Comedy,Fantasy,Horror",7.5,26
172824,movie,Vaginal Holocaust,Vaginal Holocaust,2009.0,,Horror,4.1,44
172837,movie,Geo-Lobotomy,Noejeolgaesul,2005.0,100.0,"Horror,Sci-Fi",4.9,48
172846,movie,Sin,Sin,2021.0,91.0,Horror,4.4,1651
172857,movie,Built to Kill,Built to Kill,2020.0,82.0,Horror,3.2,86
172860,movie,Prometheus Triumphant,Prometheus Triumphant,2006.0,80.0,"Fantasy,Horror,Thriller",5.2,85
172867,movie,That Cold Dead Look in Your Eyes,Tes Yeux Mourants/That Cold Dead Look in Your Eyes,2021.0,91.0,Horror,5.8,34
172886,movie,I Am Fear,I Am Fear,2020.0,87.0,"Horror,Thriller,War",3.3,1420
172887,movie,Sinner,Sinner,2008.0,120.0,Horror,3.5,22
172891,movie,Vagrant,Vagrant,2008.0,85.0,Horror,5.7,21
172908,movie,Hantu Jamu Gendong,Hantu Jamu Gendong,2009.0,90.0,"Horror,Mystery,Thriller",3.7,33
172912,movie,Kuntilanak Beranak,Kuntilanak Beranak,2009.0,74.0,Horror,4.7,63
172914,movie,Comatose,Mati Suri,2009.0,90.0,Horror,5.5,75
172916,movie,Pocong vs. Kuntilanak,Pocong vs. Kuntilanak,2008.0,90.0,Horror,3.6,28
172921,movie,The Ward,The Ward,2010.0,89.0,"Horror,Mystery,Thriller",5.5,42791
172947,movie,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,2009.0,80.0,"Comedy,Horror,Sci-Fi",6.8,71
172949,movie,The Dungeon Moor Killings,The Dungeon Moor Killings,2009.0,80.0,Horror,6.1,9
172975,movie,Three,Three,2020.0,112.0,Horror,5.5,56
172992,movie,Junkbucket,Junkbucket,2008.0,,Horror,5.1,54
172997,movie,The Vampires of Bloody Island,The Vampires of Bloody Island,2009.0,107.0,"Comedy,Horror",6.6,38
173006,movie,Raven,Raven,2010.0,100.0,"Horror,Thriller",5.1,95
173010,movie,Spider in the Attic,Spider from the Attic,2021.0,83.0,"Horror,Sci-Fi",2.8,141
173025,movie,The Director's Cut,The Director's Cut,2009.0,87.0,"Comedy,Horror",5.6,58
173085,movie,Stranded,Djinns,2010.0,103.0,"Horror,Mystery",5.1,946
173104,movie,Yulenka,Yulenka,2009.0,102.0,"Drama,Horror,Mystery",5.1,984
173107,movie,Amityville Cult,Amityville Cult,2021.0,85.0,Horror,2.0,160
173112,movie,Virus,Virus,2020.0,84.0,Horror,8.4,6
173140,movie,Rahasya Rathri,Rahasya Rathri,1980.0,,Horror,6.7,7
173150,movie,American Weapon,American Weapon,2014.0,100.0,"Horror,Thriller",2.3,195
173152,movie,The Awakening,The Awakening,2010.0,83.0,"Horror,Thriller",2.6,155
173157,movie,Legend Has It,Legend Has It,2009.0,95.0,Horror,3.3,64
173181,movie,Blood Ties,Blood Ties,2009.0,93.0,"Crime,Horror,Mystery",4.3,82
173199,movie,Born Dead,Nati morti,2021.0,80.0,Horror,5.9,22
173224,movie,Anthropophagus II,Anthropophagus II,2022.0,87.0,Horror,6.6,8
173233,movie,American Sasquatch,American Sasquatch,2020.0,90.0,Horror,3.6,22
173236,movie,Das Höllentor von Zürich,Das Höllentor von Zürich,2018.0,93.0,"Comedy,Drama,Horror",7.0,5
173242,movie,Comedown,Comedown,2012.0,90.0,Horror,4.6,1459
173251,movie,The Wolf,The Wolf,2021.0,83.0,"Horror,Mystery,Thriller",5.2,35
173275,movie,Pei Irukka Bayamen,Pei Irukka Bayamen,2021.0,,"Comedy,Horror",4.8,8
173288,movie,Fast Zombies with Guns,Fast Zombies with Guns,2009.0,87.0,Horror,2.1,137
173306,movie,LEGO SCP Foundation: Containment Lockdown,LEGO SCP Foundation: Containment Lockdown,2020.0,54.0,"Action,Horror",8.4,7
173325,movie,Frank,Frank,2021.0,101.0,Horror,3.8,102
173329,movie,Real Paranormal Activity,Real Paranormal Activity,2020.0,46.0,Horror,2.0,16
173339,movie,3:33,3:33,2021.0,133.0,"Drama,Horror,Thriller",5.0,174
173342,movie,Family Demons,Family Demons,2009.0,80.0,Horror,3.9,325
173349,movie,Shellter,Shellter,2009.0,87.0,Horror,6.2,84
173353,movie,Virus Shark,Virus Shark,2021.0,74.0,Horror,1.8,309
173367,movie,Living Arrangements,Living Arrangements,2009.0,95.0,"Comedy,Drama,Horror",6.6,20
173391,movie,Drowning,Drowning,2017.0,,"Crime,Drama,Horror",5.6,12
173392,movie,Fish Bait: The Movie,Fish Bait: The Movie,2009.0,90.0,Horror,3.2,37
173424,movie,Khepri Cockroach Tide,Zhang chao,2020.0,88.0,"Adventure,Comedy,Horror",2.8,37
173435,movie,Braincell,Braincell,2010.0,100.0,"Horror,Sci-Fi",4.2,63
173436,movie,Damon's Revenge,Damon's Revenge,2022.0,89.0,"Action,Horror",3.7,1705
173449,movie,Violent Delights,Beber de tu sangre,2020.0,91.0,"Horror,Romance",3.4,48
173490,movie,Scare Zone,Scare Zone,2009.0,88.0,Horror,5.4,183
173492,movie,The Real Ghost Seekers,The Real Ghost Seekers,2021.0,80.0,"Drama,Horror",4.3,10
173494,movie,Duyster,Duyster,2021.0,81.0,Horror,6.6,69
173504,movie,Experiment 7,Experiment 7,2009.0,,"Action,Horror,Thriller",4.0,39
173514,movie,Attack of the Vegan Zombies!,Attack of the Vegan Zombies!,2010.0,77.0,"Comedy,Horror",3.4,134
173522,movie,Nneka the Pretty Serpent,Nneka the Pretty Serpent,2020.0,140.0,"Horror,Mystery",3.8,128
173524,movie,Aversion,Aversion,2009.0,,Horror,3.7,13
173525,movie,Nightfall,Nightfall,2009.0,86.0,"Horror,Thriller",3.4,81
173554,movie,Amanuda,Amanuda,2021.0,101.0,"Horror,Mystery",7.4,18
