,type,primary_title,original_title,premiered,runtime_minutes,genres,rating,votes
137162,movie,Susuk,Susuk,2008.0,110.0,"Horror,Thriller",5.7,104
137172,movie,Gone,Gone,2006.0,88.0,"Drama,Horror,Thriller",5.3,4240
137179,movie,Awaken the Dead,Awaken the Dead,2007.0,102.0,"Action,Horror,Mystery",2.5,721
137187,movie,Blood + Kisses,Blood + Kisses,2005.0,80.0,Horror,7.6,57
137189,movie,Doll Graveyard,Doll Graveyard,2005.0,71.0,"Comedy,Fantasy,Horror",4.0,875
137204,movie,The Legend Trip,The Legend Trip,2006.0,93.0,Horror,3.0,142
137207,movie,Mascara Diablo,Mascara Diablo,2005.0,87.0,Horror,7.4,30
137216,movie,Rapturious,Rapturious,2007.0,96.0,Horror,2.9,335
137220,movie,Shutter,Shutter,2008.0,85.0,"Horror,Mystery,Thriller",5.2,34333
137224,movie,The Strangers,The Strangers,2008.0,86.0,"Horror,Mystery,Thriller",6.1,130226
137267,movie,Death Knows Your Name,Death Knows Your Name,2007.0,88.0,Horror,3.5,211
137282,movie,The Power of Fear,Vedma,2006.0,79.0,Horror,3.8,582
137308,movie,The Eleventh Aggression,The Eleventh Aggression,2009.0,90.0,"Drama,Horror,Mystery",4.9,47
137320,movie,Desert of Death,Desert of Death,2006.0,,Horror,3.4,57
137326,movie,The Living and the Dead,The Living and the Dead,2006.0,83.0,"Drama,Horror,Mystery",5.7,2386
137333,movie,Necronaut,Necronaut,2007.0,,Horror,6.1,11
137353,movie,Home Sweet Home,Gwai muk,2005.0,99.0,Horror,5.7,400
137380,movie,Alone,Alone,2007.0,105.0,"Drama,Horror,Thriller",6.4,5422
137390,movie,The Last House in the Woods,Il bosco fuori,2006.0,85.0,"Horror,Thriller",4.6,1115
137400,movie,The Dark Hour,La hora fría,2006.0,92.0,"Horror,Mystery,Sci-Fi",5.8,1869
137438,movie,The Orb,The Orb,2005.0,90.0,Horror,5.0,76
137440,movie,Puffball: The Devil's Eyeball,Puffball,2007.0,120.0,"Drama,Fantasy,Horror",4.3,1098
137459,movie,Eko Eko Azarak: Awakening,Eko eko azaraku,2001.0,89.0,"Drama,Horror",5.3,93
137487,movie,Dark Corners,Dark Corners,2006.0,92.0,"Horror,Romance,Thriller",4.9,2646
137516,movie,The Vampire,Pyushchye krovi,1991.0,110.0,Horror,6.4,208
137522,movie,Heartstopper,Heartstopper,2006.0,92.0,"Horror,Thriller",4.0,1334
137524,movie,The Thirst: Blood War,The Thirst: Blood War,2008.0,96.0,"Action,Comedy,Horror",2.7,355
137527,movie,It's Gradiva Who Is Calling You,Gradiva (C'est Gradiva qui vous appelle),2006.0,110.0,"Drama,Horror",5.8,652
137546,movie,Killing Ariel,Killing Ariel,2008.0,90.0,"Horror,Thriller",4.7,718
137563,movie,Thr3e,Thr3e,2006.0,101.0,"Horror,Mystery,Thriller",4.9,4560
137565,movie,Wind Chill,Wind Chill,2007.0,91.0,"Adventure,Drama,Horror",5.8,23360
137573,movie,The Path of Fear,The Path of Fear,2002.0,79.0,Horror,7.0,12
137590,movie,Silk,Gui si,2006.0,108.0,"Horror,Mystery,Sci-Fi",6.4,3337
137602,movie,Sasquatch Mountain,Sasquatch Mountain,2006.0,90.0,"Action,Adventure,Horror",3.8,1026
137605,movie,Feral,Feral,2006.0,83.0,"Horror,Thriller",3.6,79
137611,movie,Guardians,Guardians,2009.0,87.0,"Horror,Sci-Fi",3.0,281
137614,movie,Lie Still,Lie Still,2005.0,80.0,Horror,4.2,278
137616,movie,The Horror of H.P. Lovecraft,LovecraCked! The Movie,2006.0,84.0,"Comedy,Fantasy,Horror",3.9,205
137617,movie,Lynch Mob,Lynch Mob,2009.0,99.0,Horror,4.7,220
137627,movie,Shadows,Shadows,2005.0,91.0,"Comedy,Horror,Mystery",5.5,31
137628,movie,Dark Mirror,Dark Mirror,2007.0,86.0,"Horror,Thriller",4.7,1467
137629,movie,Sisters,Sisters,2006.0,92.0,"Crime,Horror,Mystery",3.9,1479
137632,movie,Trespassers,Trespassers,2006.0,83.0,"Horror,Thriller",3.7,509
137644,movie,The Vampire Conspiracy,The Vampire Conspiracy,2005.0,90.0,Horror,2.9,184
137666,movie,Anandabhadram,Anandabhadram,2005.0,130.0,"Drama,Fantasy,Horror",7.2,986
137722,movie,The Dread,The Dread,2007.0,95.0,Horror,2.9,236
137742,movie,Matatalim na pangil sa gubat,Matatalim na pangil sa gubat,1986.0,,"Action,Horror",6.4,14
137747,movie,Sex Medusa,Shou xing nan xun,2001.0,99.0,"Horror,Thriller",3.6,106
137753,movie,Day X,Day X,2005.0,81.0,"Horror,Sci-Fi",3.6,269
137767,movie,Kazuo Umezu's Horror Theater: Death Make,Umezu Kazuo: Kyôfu gekijô - Death make,2005.0,49.0,Horror,4.2,95
137776,movie,"Ispiritista: Itay, may moomoo","Ispiritista: Itay, may moomoo",2005.0,,"Comedy,Fantasy,Horror",5.5,38
137780,movie,Curse of Lola,Zu zhou,2005.0,91.0,Horror,4.8,178
137786,movie,Moscow Zero,Moscow Zero,2006.0,82.0,"Action,Horror,Thriller",2.9,1799
137794,movie,Darwaza,Darwaza,2002.0,84.0,Horror,4.5,56
137798,movie,I Know What You Did Last Raya,I Know What You Did Last Raya,2004.0,91.0,"Comedy,Horror",3.8,57
137800,movie,Kabrastan,Kabrastan,2000.0,109.0,Horror,3.1,22
137801,movie,Kazuo Umezu's Horror Theater: Bug's House,Umezu Kazuo: Kyôfu gekijô - Mushi-tachi no ie,2005.0,51.0,Horror,5.3,262
137802,movie,Kazuo Umezu's Horror Theater: Present,Umezu Kazuo: Kyôfu gekijô - Purezento,2005.0,49.0,Horror,4.9,132
137803,movie,Maut,Maut,1998.0,120.0,Horror,4.5,30
137805,movie,Scared,Rap nawng sayawng khwan,2005.0,81.0,Horror,5.3,398
137815,movie,Daigdig ng lagim,Daigdig ng lagim,1976.0,,Horror,5.4,8
137820,movie,The Public Cemetery Under the Moon,Wolhaui gongdongmyoji,1967.0,87.0,"Horror,Thriller",6.1,74
137832,movie,The Oxford Murders,The Oxford Murders,2008.0,108.0,"Adventure,Crime,Horror",6.1,29247
137860,movie,Demon Spies,Oniwaban,1974.0,86.0,"Action,Horror,Mystery",6.4,139
137873,movie,39: A Film by Carroll McKane,39: A Film by Carroll McKane,2006.0,90.0,"Horror,Thriller",6.1,42
137880,movie,Bloodline,Bloodline,2004.0,96.0,Horror,3.9,181
137882,movie,C U at 9,C U at 9,2005.0,95.0,"Drama,Horror,Mystery",4.2,79
137890,movie,Dead and Gone,Dead and Gone,2008.0,85.0,Horror,3.2,594
137893,movie,Darkworld,Darkworld,2006.0,83.0,Horror,2.0,145
137896,movie,The Grift,The Grift,2008.0,109.0,"Action,Drama,Horror",4.7,287
137898,movie,Going to Pieces: The Rise and Fall of the Slasher Film,Going to Pieces: The Rise and Fall of the Slasher Film,2006.0,88.0,"Documentary,Horror",7.2,3513
137909,movie,The Lost Face,The Lost Face,2001.0,58.0,"Drama,Horror,Mystery",6.1,35
137911,movie,My Name Is Bruce,My Name Is Bruce,2007.0,84.0,"Comedy,Fantasy,Horror",6.1,24568
137913,movie,Night of the Living Dead 3D,Night of the Living Dead,2006.0,80.0,Horror,3.1,3745
137916,movie,Saw III,Saw III,2006.0,108.0,"Crime,Horror,Mystery",6.2,192652
137920,movie,Suffering Man's Charity,Suffering Man's Charity,2007.0,93.0,"Comedy,Horror",4.6,856
137922,movie,The Perfect Witness,The Ungodly,2007.0,100.0,"Crime,Horror,Thriller",5.4,1389
137931,movie,Strange Aeons: The Thing on the Doorstep,Strange Aeons: The Thing on the Doorstep,2005.0,78.0,"Horror,Thriller",5.2,138
137932,movie,The Bags,The Bags,2000.0,90.0,Horror,6.2,42
137936,movie,Blood Curse,Coisa Ruim,2006.0,97.0,"Horror,Mystery",6.5,1700
137983,movie,Sickness House,Sickness House,2006.0,70.0,Horror,1.9,123
138002,movie,All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,2006.0,90.0,"Horror,Mystery,Thriller",5.5,33360
138006,movie,Asudem,Asudem,2007.0,90.0,"Action,Horror,Thriller",4.8,490
138012,movie,Hell's End,Hell's End,2005.0,,"Action,Horror,Sci-Fi",5.7,25
138013,movie,Kazuo Umezu's Horror Theater: The Harlequin Girl,Umezu Kazuo: Kyôfu gekijô- Madara no shôjo,2005.0,53.0,Horror,5.0,104
138014,movie,Kazuo Umezu's Horror Theater: Ambrosia,Umezu Kazuo: Kyôfu gekijô - Zesshoku,2005.0,67.0,Horror,4.8,137
138029,movie,The Invited,The Invited,2010.0,95.0,"Horror,Thriller",4.1,315
138031,movie,Warriors of Terra,Warriors of Terra,2006.0,89.0,"Horror,Sci-Fi",3.1,838
138054,movie,Dating Death,Sat ging mou san,2004.0,87.0,"Horror,Mystery",4.2,71
138061,movie,The Thirst,The Thirst,2006.0,88.0,Horror,4.0,945
138081,movie,Dawning,Dawning,2009.0,70.0,Horror,4.3,37
138086,movie,Les filles de Malemort,Les filles de Malemort,1974.0,90.0,"Fantasy,Horror",5.0,37
138093,movie,Harami: White Fear,Harami: Shiroi kyôfu,2005.0,76.0,Horror,6.1,11
138099,movie,Joshua,Joshua,2006.0,95.0,Horror,5.1,661
138101,movie,Kaw,Kaw,2007.0,85.0,"Horror,Sci-Fi,Thriller",4.3,2474
138103,movie,Inferno,Kidan,2005.0,88.0,"Horror,Mystery",5.3,29
138124,movie,Ray of Darkness,Ray of Darkness,2005.0,94.0,"Horror,Mystery,Thriller",7.1,22
138127,movie,The Screening,The Screening,2007.0,,Horror,6.2,47
138129,movie,Shadow Puppets,Shadow Puppets,2007.0,103.0,"Horror,Thriller",4.7,2536
138135,movie,Sportkill,Sportkill,2007.0,82.0,"Horror,Sport,Thriller",3.0,467
138162,movie,Haze,Haze,2005.0,49.0,"Horror,Mystery",6.4,2755
138165,movie,Kazuo Umezu's Horror Theater: The Wish,Umezu Kazuo: Kyôfu gekijô- Negai,2005.0,50.0,Horror,5.7,100
138168,movie,Cañitas. Presencia,Cañitas. Presencia,2007.0,88.0,Horror,2.1,339
138189,movie,In Memorium,In Memorium,2005.0,73.0,Horror,4.7,671
138230,movie,The Haunting in Connecticut,The Haunting in Connecticut,2009.0,92.0,"Drama,Horror,Mystery",5.8,62165
138251,movie,Poltergay,Poltergay,2006.0,93.0,"Comedy,Fantasy,Horror",5.4,1201
138290,movie,Shrooms,Shrooms,2007.0,84.0,"Comedy,Horror,Mystery",4.6,16847
138307,movie,Futago,Futago,2005.0,90.0,"Horror,Thriller",5.1,105
138319,movie,Salvage,Salvage,2006.0,80.0,"Horror,Mystery,Thriller",5.3,2673
138322,movie,Strange Circus,Kimyô na sâkasu,2005.0,108.0,"Drama,Horror,Mystery",6.9,5723
138351,movie,Moonshine,Moonshine,2006.0,73.0,"Comedy,Horror",7.2,89
138367,movie,Pontianak Harum Sundal Malam 2,Pontianak Harum Sundal Malam 2,2005.0,,"Action,Drama,Horror",6.1,96
138374,movie,Andrea,Andrea,2005.0,110.0,"Horror,Thriller",4.3,216
138386,movie,Kafan,Kafan,1990.0,147.0,Horror,6.2,56
138394,movie,Brotherhood of Blood,Brotherhood of Blood,2007.0,88.0,"Horror,Thriller",3.5,3308
138413,movie,The Skeptic,The Skeptic,2009.0,89.0,"Horror,Thriller",5.6,4211
138414,movie,Slaughter Night,Sl8n8,2006.0,90.0,"Action,Horror,Thriller",5.2,1740
138415,movie,Soul's Midnight,Soul's Midnight,2006.0,90.0,"Horror,Thriller",4.1,287
138428,movie,Gurozuka,Gurozuka,2005.0,85.0,Horror,4.7,117
138430,movie,Hung chak,Hung chak,2005.0,93.0,Horror,5.4,48
138436,movie,Pray,Purei,2005.0,77.0,Horror,5.0,439
138449,movie,5ive Girls,5ive Girls,2006.0,95.0,"Horror,Thriller",4.4,3508
138455,movie,Cecilie,Cecilie,2007.0,93.0,"Horror,Thriller",5.6,856
138456,movie,Killer Yacht Party,Dead in the Water,2006.0,83.0,"Horror,Thriller",3.5,147
138459,movie,End of the Line,End of the Line,2007.0,95.0,"Horror,Thriller",5.8,4796
138462,movie,In Search of Lovecraft,In Search of Lovecraft,2008.0,98.0,Horror,2.6,278
138482,movie,Hummadruz,Hummadruz,1999.0,100.0,Horror,6.1,484
138505,movie,The Last Sect,The Last Sect,2006.0,87.0,"Horror,Thriller",3.5,819
138510,movie,Siren,Sairen,2006.0,87.0,"Horror,Thriller",5.4,838
138542,movie,Let's Say It's Fate,Kader diyelim,1995.0,84.0,"Horror,Thriller",5.1,16
138551,movie,The Price of Doubt,Süphenin bedeli,1995.0,76.0,"Horror,Thriller",4.7,19
138563,movie,Bad Blood,Bad Blood,2012.0,107.0,"Horror,Mystery,Romance",5.5,118
138566,movie,Dood eind,Dood eind,2006.0,90.0,"Horror,Thriller",4.6,969
138576,movie,Lost Signal,Lost Signal,2006.0,87.0,"Horror,Thriller",3.8,798
138583,movie,The Forest,The Forest,2009.0,88.0,"Drama,Horror,Thriller",4.9,143
138622,movie,Ghost Variety,Variety phii chalui,2005.0,,"Comedy,Horror",5.1,51
138633,movie,The Quick and the Undead,The Quick and the Undead,2006.0,80.0,"Action,Horror,Western",2.8,1426
138636,movie,The Sorceress,Sahere,1998.0,100.0,"Drama,Horror,Mystery",5.5,138
138648,movie,Dorm,Dek hor,2006.0,110.0,"Drama,Horror,Mystery",6.8,2054
138681,movie,The Vanished,Ame no machi,2006.0,95.0,Horror,5.4,233
138685,movie,Axegrinder,Axegrinder,2006.0,82.0,Horror,3.2,118
138714,movie,The Marsh,The Marsh,2006.0,92.0,"Horror,Mystery",4.7,3223
138715,movie,Mr. Soul,Mr. Soul,2006.0,97.0,"Drama,Horror,Thriller",7.6,22
138720,movie,Prisoners of the Sun,Prisoners of the Sun,2013.0,85.0,"Action,Adventure,Horror",3.7,1348
138733,movie,White Noise 2: The Light,White Noise 2: The Light,2007.0,99.0,"Drama,Fantasy,Horror",5.7,13225
138791,movie,Anamorph,Anamorph,2007.0,107.0,"Crime,Horror,Thriller",5.4,9398
138792,movie,Blur,Blur,2007.0,95.0,"Drama,Horror,Mystery",3.5,474
138799,movie,Furnace,Furnace,2007.0,86.0,"Crime,Horror,Mystery",3.8,744
138805,movie,Marcus,Marcus,2006.0,75.0,"Horror,Thriller",3.7,201
138808,movie,Naked Beneath the Water,Naked Beneath the Water,2006.0,88.0,"Horror,Thriller",2.6,209
138812,movie,The Rage,The Rage,2007.0,85.0,Horror,4.2,1917
138817,movie,Wrestlemaniac,El Mascarado Massacre,2006.0,75.0,Horror,4.4,1309
138824,movie,The Middle of Nowhere,The Middle of Nowhere,2002.0,,Horror,4.8,26
138830,movie,Moloch,Moloch,2000.0,91.0,Horror,5.8,9
138897,movie,Ghost Shout,Gosuto shauto,2004.0,103.0,Horror,2.7,10
138898,movie,Id,Ido,2005.0,104.0,"Drama,Horror,Mystery",4.5,198
138900,movie,Re-cycle,Gwai wik,2006.0,108.0,"Fantasy,Horror,Mystery",6.0,5049
138909,movie,Hostel: Part II,Hostel: Part II,2007.0,94.0,Horror,5.5,90302
138919,movie,Rings,Rings,2017.0,102.0,"Drama,Horror,Mystery",4.5,40623
138921,movie,The Slaughter,The Slaughter,2006.0,96.0,"Comedy,Horror",3.7,1135
138922,movie,Stump the Band,Stump the Band,2006.0,88.0,Horror,4.3,129
138952,movie,Girl's Dormitory,Khabgah-e dokhtaran,2004.0,96.0,"Drama,Horror",5.1,598
138998,movie,Nightmare,Kaboos,1989.0,95.0,Horror,5.5,27
139015,movie,EGG.,EGG.,2005.0,73.0,"Horror,Mystery,Sci-Fi",5.9,102
139032,movie,Days of Darkness,Days of Darkness,2007.0,89.0,Horror,3.8,1494
139033,movie,Dracula's Curse,Dracula's Curse,2006.0,107.0,"Action,Horror",2.8,987
139042,movie,The Man Who Sold the World,The Man Who Sold the World,2006.0,96.0,"Horror,Mystery",6.6,62
139055,movie,Zombie Farm,Zombie Farm,2007.0,81.0,Horror,4.8,217
139068,movie,Art of the Devil 2,Long khong,2005.0,100.0,"Fantasy,Horror,Mystery",5.8,1533
139096,movie,The Killing Floor,The Killing Floor,2007.0,97.0,"Crime,Horror,Mystery",5.5,3232
139102,movie,Mexican Werewolf in Texas,Mexican Werewolf in Texas,2005.0,88.0,Horror,3.0,708
139128,movie,Ang katawan ni Sofia,Ang katawan ni Sofia,1992.0,,"Drama,Horror,Romance",7.3,14
139162,movie,Hanako of the Toilet,Shinsei toire no Hanako-san,1998.0,95.0,Horror,5.5,118
139164,movie,The Wedding Curse,Sukob,2006.0,110.0,"Drama,Horror,Thriller",5.8,342
139165,movie,White Lady,White Lady,2006.0,105.0,Horror,5.3,96
139185,movie,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,2007.0,94.0,"Action,Adventure,Horror",4.6,124697
139193,movie,Friday the 13th,Friday the 13th,2009.0,97.0,"Horror,Mystery,Thriller",5.5,107217
139198,movie,Immortally Yours,Immortally Yours,2009.0,100.0,"Horror,Romance",2.2,722
139204,movie,Marty Jenkins and the Vampire Bitches,Marty Jenkins and the Vampire Bitches,2006.0,80.0,"Comedy,Horror",4.4,127
139210,movie,Seed,Seed,2006.0,90.0,Horror,3.1,7026
139239,movie,Afghan Knights,Afghan Knights,2007.0,90.0,"Adventure,Drama,Horror",2.9,762
139244,movie,Grave Situations,Grave Situations,2007.0,98.0,Horror,7.3,18
139245,movie,Hallettsville,Hallettsville,2009.0,87.0,Horror,3.4,380
139250,movie,The Tripper,The Tripper,2006.0,97.0,"Comedy,Horror",5.0,6105
139259,movie,Night Feeders,Night Feeders,2006.0,83.0,Horror,4.7,398
139264,movie,The Booth,Bûsu,2005.0,73.0,"Horror,Thriller",6.5,403
139269,movie,Thirst,Bakjwi,2009.0,134.0,"Drama,Fantasy,Horror",7.1,46702
139304,movie,Scarlet Moon,Scarlet Moon,2006.0,90.0,"Fantasy,Horror",4.1,58
139375,movie,American Zombie,American Zombie,2007.0,90.0,"Comedy,Drama,Horror",5.0,1192
139388,movie,Generator,Generator,2008.0,,Horror,6.4,21
139390,movie,Hell's Threshold,Hell's Threshold,2006.0,76.0,Horror,3.6,113
139401,movie,Special Dead,Special Dead,2006.0,90.0,"Comedy,Horror",4.5,545
139406,movie,The Wizard of Gore,The Wizard of Gore,2007.0,94.0,"Horror,Mystery",4.8,2800
139422,movie,@beibîmêru,@beibîmêru,2005.0,75.0,Horror,4.7,27
139444,movie,Night of the Templar,Night of the Templar,2013.0,101.0,"Horror,Mystery",5.5,6092
139492,movie,The Empty Acre,The Empty Acre,2007.0,103.0,Horror,4.2,224
139516,movie,Amateur Porn Star Killer,Amateur Porn Star Killer,2006.0,71.0,"Crime,Horror",3.7,2547
139525,movie,The Chair,The Chair,2007.0,89.0,"Drama,Horror,Thriller",4.3,1155
139531,movie,Kill,Kill,2011.0,90.0,"Comedy,Horror,Thriller",4.5,124
139536,movie,Reverb,Reverb,2008.0,88.0,Horror,3.9,807
139564,movie,Muerte infernal,Muerte infernal,1992.0,92.0,"Crime,Horror,Mystery",4.9,18
139607,movie,El Proyecto del Pitufo Enrique,El Proyecto del Pitufo Enrique,2005.0,120.0,"Comedy,Horror",5.5,14
139608,movie,Shadows,Shadows,2005.0,66.0,Horror,7.2,22
139624,movie,Cell,Cell,2016.0,98.0,"Action,Adventure,Horror",4.4,28117
139631,movie,The Jinn,The Jinn,2007.0,90.0,"Drama,Horror,Thriller",7.0,51
139655,movie,Asoko no seki,Asoko no seki,2005.0,70.0,Horror,4.8,15
139662,movie,"Cháman, viento de muerte","Cháman, viento de muerte",2000.0,90.0,"Drama,Fantasy,Horror",4.8,7
139672,movie,Death Water,Mizuchi,2006.0,101.0,"Drama,Horror,Mystery",5.1,235
139674,movie,Pamahiin,Pamahiin,2006.0,100.0,"Horror,Thriller",5.8,50
139702,movie,Director's Cut,Director's Cut,2006.0,89.0,Horror,3.6,139
139725,movie,Silent Scream,Silent Scream,1999.0,90.0,"Crime,Drama,Horror",4.4,30
139729,movie,The Wall Man,Kabe-otoko,2006.0,98.0,"Crime,Drama,Horror",5.0,176
139757,movie,Black Sheep,Black Sheep,2006.0,87.0,"Comedy,Horror,Sci-Fi",5.8,40753
139768,movie,The Boy from Hell,Jigoku kozô,2004.0,50.0,Horror,4.9,179
139774,movie,Krasue Valentine,Krasue Valentine,2006.0,99.0,"Drama,Horror,Mystery",6.2,70
139778,movie,A Man in the Mirror,Mardi dar ayene,1992.0,,"Horror,Mystery,Thriller",6.2,22
139785,movie,Vengeance,Phairii phinaat paa mawrana,2006.0,99.0,"Action,Fantasy,Horror",4.8,218
139795,movie,Lizard Baby,Watashi no akachan,2004.0,50.0,Horror,4.6,80
139803,movie,Blood Car,Blood Car,2007.0,82.0,"Comedy,Horror",5.2,2579
139811,movie,"Easter Bunny, Kill! Kill!","Easter Bunny, Kill! Kill!",2006.0,90.0,Horror,4.7,567
139829,movie,Flight of the Living Dead,Plane Dead,2007.0,89.0,Horror,5.1,9275
139831,movie,Prison of the Psychotic Damned: Terminal Remix,Prison of the Psychotic Damned: Terminal Remix,2006.0,100.0,Horror,2.2,180
139835,movie,The Signal,The Signal,2007.0,103.0,"Horror,Sci-Fi,Thriller",6.0,21254
139838,movie,Teeth,Teeth,2007.0,94.0,"Comedy,Fantasy,Horror",5.4,43856
139841,movie,War of the Dead,War of the Dead,2011.0,86.0,"Action,Adventure,Horror",4.1,2683
139844,movie,The Wolfman,The Wolfman,2010.0,103.0,"Drama,Fantasy,Horror",5.8,106775
139873,movie,Vanished,Oyayubi sagashi,2006.0,96.0,"Horror,Mystery",5.0,139
139877,movie,Vendetta,Vendetta,2022.0,,"Horror,Mystery,Thriller",5.6,34
139891,movie,Dabbe,D@bbe,2006.0,110.0,"Horror,Thriller",4.4,4412
139903,movie,Siquijor: Mystic Island,Siquijor: Mystic Island,2007.0,90.0,"Drama,Horror",5.2,29
139908,movie,Roulette,Roulette,2005.0,104.0,"Horror,Thriller",6.2,37
139922,movie,At the End of the Spectra,Al final del espectro,2006.0,92.0,"Drama,Horror,Mystery",5.9,539
139935,movie,666: The Child,666: The Child,2006.0,80.0,Horror,2.8,905
139947,movie,Maldoror,Maldoror,2001.0,110.0,Horror,4.0,9
140005,movie,The Deepening,The Deepening,2006.0,90.0,Horror,4.4,98
140039,movie,Killer Pad,Killer Pad,2008.0,84.0,"Comedy,Horror",3.9,1467
140040,movie,Netherbeast Incorporated,Netherbeast Incorporated,2007.0,93.0,"Comedy,Fantasy,Horror",5.5,1374
140048,movie,Aunt Tiger,Hu gu po,2005.0,95.0,Horror,2.5,249
140063,movie,Satur,Satur,1951.0,,"Fantasy,Horror",7.7,10
140070,movie,The Ghost Inside,Yi shen yi gui,2005.0,100.0,Horror,5.6,49
140098,movie,Fingerprints,Fingerprints,2006.0,95.0,"Horror,Mystery,Thriller",4.9,2627
140101,movie,Geisterstunde,Geisterstunde,2006.0,61.0,"Drama,Horror",7.6,20
140108,movie,Mirrors,Mirrors,2008.0,110.0,"Horror,Mystery",6.1,107568
140109,movie,The Last Days of Humanity,The Last Days of Humanity,2002.0,60.0,Horror,6.7,19
140137,movie,Natural Possession: Director's Cut,Natural Possession: Director's Cut,2008.0,97.0,"Drama,Horror,Thriller",5.1,65
140167,movie,Roohani Taaqat,Roohani Taaqat,1991.0,119.0,Horror,4.1,39
140173,movie,Cycle,Cycle,2006.0,89.0,"Horror,Thriller",3.4,55
140181,movie,Live Evil,Live Evil,2009.0,97.0,Horror,4.0,351
140183,movie,Guwapings dos,Guwapings dos,1993.0,,"Comedy,Drama,Horror",6.6,17
140206,movie,Fear(s) of the Dark,Peur(s) du noir,2007.0,83.0,"Animation,Horror,Mystery",6.6,3128
140228,movie,The 29th Night,Shab-e bist o nohom,1989.0,119.0,"Horror,Mystery,Thriller",6.2,230
140261,movie,Case 39,Case 39,2009.0,109.0,"Horror,Mystery,Thriller",6.2,86303
140287,movie,Senseless,Senseless,2008.0,87.0,"Crime,Drama,Horror",5.7,1082
140293,movie,Undead or Alive: A Zombedy,Undead or Alive: A Zombedy,2007.0,91.0,"Comedy,Horror,Western",5.1,2101
140318,movie,A Dog's Breakfast,A Dog's Breakfast,2007.0,88.0,"Comedy,Drama,Horror",6.6,3672
140322,movie,Orville,Orville,2009.0,81.0,Horror,4.3,46
140332,movie,Shadows of the Mind,Shadows of the Mind,1980.0,80.0,"Horror,Thriller",4.9,111
140366,movie,Winter Visitor,Visitante de invierno,2008.0,95.0,"Horror,Thriller",5.3,247
140375,movie,Don't Open Your Eyes,Gwai ngan ying ging,2006.0,93.0,"Comedy,Horror",4.2,73
140405,movie,A Feast of Flesh,A Feast of Flesh,2007.0,77.0,Horror,2.8,272
140440,movie,The Hills Have Eyes 2,The Hills Have Eyes II,2007.0,89.0,"Horror,Thriller",5.1,64287
140451,movie,Lockout,Lockout,2006.0,90.0,"Horror,Mystery,Thriller",3.8,302
140474,movie,Vindication,Vindication,2006.0,95.0,Horror,5.0,127
